Height/width [cm];Load (UDL) [kN];Displ. [cm];Beam lenght [m]
68.354413;13.670883;0.240207;6.835441
84.503952;16.90079;0.365687;8.450395
85.077387;17.015477;0.370625;8.507739
81.250739;16.250148;0.338296;8.125074
89.739653;17.947931;0.412007;8.973965
51.670289;10.334058;0.138169;5.167029
56.434144;11.286829;0.164443;5.643414
57.768916;11.553783;0.172215;5.776892
85.862781;17.172556;0.377443;8.586278
86.646461;17.329292;0.384308;8.664646
66.474456;13.294891;0.227308;6.647446
57.140758;11.428152;0.168535;5.714076
63.754301;12.75086;0.209273;6.37543
51.702975;10.340595;0.138341;5.170297
75.752623;15.150525;0.294429;7.575262
85.749638;17.149928;0.376457;8.574964
77.848598;15.56972;0.310793;7.78486
50.019479;10.003896;0.129597;5.001948
51.881641;10.376328;0.139286;5.188164
68.17566;13.635132;0.238965;6.817566
64.477058;12.895412;0.213992;6.447706
66.408811;13.281762;0.226864;6.640881
63.732475;12.746495;0.209132;6.373247
50.728226;10.145645;0.133243;5.072823
78.041092;15.608218;0.312318;7.804109
73.658997;14.731799;0.278525;jul.59
77.358611;15.471722;0.306928;7.735861
95.956481;19.191296;0.470594;9.595648
90.458024;18.091605;0.418578;9.045802
56.64493;11.328986;0.165659;5.664493
91.957295;18.391459;0.432459;9.195729
95.590353;19.118071;0.467036;9.559035
88.769971;17.753994;0.40322;8.876997
68.202018;13.640404;0.239148;6.820202
63.200576;12.640115;0.205693;6.320058
91.020762;18.204152;0.423762;9.102076
50.934357;10.186871;0.134313;5.093436
81.982381;16.396476;0.344363;8.198238
52.136987;10.427397;0.140642;5.213699
56.567205;11.313441;0.16521;5.65672
85.680557;17.136111;0.375855;8.568056
77.710555;15.542111;0.309701;7.771055
94.238236;18.847647;0.454012;9.423824
90.949437;18.189887;0.423103;9.094944
84.348674;16.869735;0.364355;8.434867
75.158802;15.03176;0.289873;7.51588
82.29952;16.459904;0.34701;8.229952
89.787514;17.957503;0.412443;8.978751
80.716367;16.143273;0.333899;8.071637
88.384588;17.676918;0.399754;8.838459
87.357314;17.471463;0.390588;8.735731
55.054783;11.010957;0.1566;5.505478
87.053953;17.410791;0.387902;8.705395
84.631887;16.926377;0.366785;8.463189
73.270382;14.654076;0.275622;7.327038
51.945602;10.38912;0.139625;5.19456
70.771477;14.154295;0.257315;7.077148
84.349162;16.869832;0.364359;8.434916
53.209647;10.641929;0.146409;5.320965
66.080656;13.216131;0.224651;6.608066
74.311678;14.862336;0.283436;7.431168
60.477663;12.095533;0.188539;6.047766
67.310892;13.462178;0.233003;6.731089
79.217852;15.84357;0.321722;7.921785
94.689166;18.937833;0.458335;9.468917
70.884104;14.176821;0.258127;7.08841
68.370787;13.674157;0.240321;6.837079
95.552283;19.110457;0.466667;9.555228
88.502398;17.70048;0.400812;8.85024
84.731861;16.946372;0.367645;8.473186
84.815281;16.963056;0.368364;8.481528
95.866217;19.173243;0.469716;9.586622
97.882493;19.576499;0.489535;9.788249
95.314436;19.062887;0.464363;9.531444
82.495103;16.499021;0.348647;8.24951
86.766503;17.353301;0.385365;8.67665
72.170575;14.434115;0.267487;7.217058
72.783038;14.556608;0.272002;7.278304
66.379551;13.27591;0.226666;6.637955
52.88229;10.576458;0.144636;5.288229
91.359477;18.271895;0.426897;9.135948
87.571097;17.514219;0.392487;8.75711
65.240115;13.048023;0.219032;6.524011
52.073436;10.414687;0.140304;5.207344
69.287616;13.857523;0.246743;6.928762
86.902511;17.380502;0.386564;8.690251
58.5364;11.70728;0.176765;5.85364
54.138084;10.827617;0.151494;5.413808
94.931637;18.986327;0.460668;9.493164
61.254974;12.250995;0.19336;6.125497
70.249285;14.049857;0.25357;7.024928
66.585195;13.317039;0.228058;6.65852
78.772734;15.754547;0.318148;7.877273
86.05633;17.211266;0.379132;8.605633
82.255527;16.451105;0.346642;8.225553
75.202894;15.040579;0.29021;7.520289
60.399663;12.079933;0.188059;6.039966
65.020384;13.004077;0.217575;6.502038
96.26027;19.252054;0.473557;9.626027
63.464571;12.692914;0.207396;6.346457
56.788015;11.357603;0.166486;5.678802
86.747237;17.349447;0.385195;8.674724
51.285116;10.257023;0.136144;5.128512
95.984506;19.196901;0.470867;9.598451
53.569307;10.713861;0.148368;5.356931
91.491096;18.298219;0.428119;9.14911
57.172291;11.434458;0.168719;5.717229
91.739516;18.347903;0.430429;9.173952
52.136784;10.427357;0.140641;5.213678
86.503879;17.300776;0.383054;8.650388
79.775027;15.955005;0.326223;7.977503
97.988439;19.597688;0.490588;9.798844
67.96961;13.593922;0.237538;6.796961
50.327357;10.065471;0.131175;5.032736
74.721179;14.944236;0.286539;7.472118
86.740581;17.348116;0.385136;8.674058
95.237548;19.04751;0.46362;9.523755
65.237456;13.047491;0.219014;6.523746
59.930236;11.986047;0.185181;5.993024
57.786655;11.557331;0.17232;5.778666
62.347704;12.469541;0.20024;6.23477
64.232703;12.846541;0.212391;6.42327
50.620646;10.124129;0.132687;5.062065
77.247424;15.449485;0.306054;7.724742
64.482576;12.896515;0.214029;6.448258
68.230085;13.646017;0.239343;6.823009
67.093483;13.418697;0.231516;6.709348
61.826162;12.365232;0.196941;6.182616
63.05891;12.611782;0.204783;6.305891
57.292209;11.458442;0.169419;5.729221
76.36684;15.273368;0.299178;7.636684
57.150191;11.430038;0.16859;5.715019
76.522768;15.304554;0.30039;7.652277
52.914981;10.582996;0.144813;5.291498
96.094274;19.218855;0.471937;9.609427
54.61224;10.922448;0.154125;5.461224
86.285982;17.257196;0.381142;8.628598
69.255609;13.851122;0.246517;6.925561
98.50413;19.700826;0.495728;9.850413
77.79652;15.559304;0.310381;7.779652
79.73022;15.946044;0.32586;7.973022
66.796884;13.359377;0.229495;6.679688
52.0013;10.40026;0.13992;5.20013
58.427758;11.685552;0.176118;5.842776
81.479947;16.295989;0.340191;8.147995
72.260845;14.452169;0.26815;7.226085
98.615585;19.723117;0.496842;9.861559
78.445377;15.689075;0.315533;7.844538
61.335151;12.26703;0.193861;6.133515
95.514945;19.102989;0.466305;9.551495
79.965346;15.993069;0.327768;7.996535
95.162207;19.032441;0.462892;9.516221
55.090148;11.01803;0.156799;5.509015
88.473615;17.694723;0.400553;8.847362
51.116867;10.223373;0.135264;5.111687
92.555312;18.511062;0.438059;9.255531
86.126592;17.225318;0.379747;8.612659
74.037692;14.807538;0.281369;7.403769
81.50193;16.300386;0.340373;8.150193
85.339221;17.067844;0.372891;8.533922
74.397613;14.879523;0.284085;7.439761
95.346128;19.069226;0.46467;9.534613
78.680607;15.736121;0.317411;7.868061
94.844575;18.968915;0.45983;9.484458
60.137038;12.027408;0.186446;6.013704
72.624836;14.524967;0.270832;7.262484
71.465671;14.293134;0.262338;7.146567
65.05463;13.010926;0.217801;6.505463
54.233083;10.846617;0.152019;5.423308
70.10894;14.021788;0.252567;7.010894
50.4546;10.09092;0.13183;5.04546
75.981939;15.196388;0.296198;7.598194
66.733326;13.346665;0.229063;6.673333
82.133716;16.426743;0.345625;8.213372
78.056435;15.611287;0.312439;7.805643
95.55082;19.110164;0.466653;9.555082
62.231403;12.446281;0.199502;6.22314
92.192888;18.438578;0.434661;9.219289
95.767477;19.153495;0.468756;9.576748
92.221731;18.444346;0.434931;9.222173
69.6145;13.9229;0.249053;6.96145
88.648106;17.729621;0.402122;8.864811
50.491011;10.098202;0.132017;5.049101
67.543965;13.508793;0.234603;6.754396
77.326862;15.465372;0.306678;7.732686
81.204634;16.240927;0.337916;8.120463
52.060043;10.412009;0.140232;5.206004
88.049153;17.609831;0.396749;8.804915
51.798114;10.359623;0.138844;5.179811
53.538962;10.707792;0.148203;5.353896
68.485648;13.69713;0.241121;6.848565
62.24829;12.449658;0.199609;6.224829
87.753679;17.550736;0.394112;8.775368
63.164908;12.632982;0.205464;6.316491
53.398906;10.679781;0.147438;5.339891
84.384092;16.876818;0.364658;8.438409
88.116277;17.623255;0.39735;8.811628
57.156725;11.431345;0.168628;5.715673
98.29072;19.658144;0.493597;9.829072
58.855111;11.771022;0.178672;5.885511
50.795174;10.159035;0.13359;5.079517
83.560955;16.712191;0.357637;8.356096
74.212295;14.842459;0.282685;7.421229
91.226211;18.245242;0.425662;9.122621
95.060346;19.012069;0.461909;9.506035
53.983407;10.796681;0.150641;5.398341
78.428881;15.685776;0.315401;7.842888
72.956432;14.591286;0.273287;7.295643
60.41718;12.083436;0.188167;6.041718
55.566047;11.113209;0.159485;5.556605
80.323909;16.064782;0.330688;8.032391
93.933704;18.786741;0.451104;9.39337
78.270215;15.654043;0.314138;7.827022
89.280199;17.85604;0.407832;8.92802
65.724721;13.144944;0.222263;6.572472
85.749507;17.149901;0.376456;8.574951
94.855117;18.971023;0.459931;9.485512
61.136642;12.227328;0.192622;6.113664
67.517713;13.503543;0.234422;6.751771
78.932405;15.786481;0.319428;7.89324
70.564793;14.112959;0.25583;7.056479
83.416518;16.683304;0.356412;8.341652
63.256516;12.651303;0.206054;6.325652
50.694121;10.138824;0.133067;5.069412
51.623292;10.324658;0.137921;5.162329
88.20631;17.641262;0.398156;8.820631
88.22826;17.645652;0.398352;8.822826
53.568418;10.713684;0.148364;5.356842
78.73481;15.746962;0.317845;7.873481
93.672343;18.734469;0.448616;9.367234
57.434543;11.486909;0.170252;5.743454
55.074678;11.014936;0.156712;5.507468
93.902168;18.780434;0.450804;9.390217
86.912365;17.382473;0.386651;8.691237
91.426557;18.285311;0.427519;9.142656
86.053545;17.210709;0.379108;8.605354
64.435811;12.887162;0.213722;6.443581
59.2648;11.85296;0.181139;5.92648
72.483619;14.496724;0.26979;7.248362
73.343456;14.668691;0.276167;7.334346
52.775753;10.555151;0.144062;5.277575
79.10361;15.820722;0.320803;7.910361
77.631972;15.526394;0.309081;7.763197
96.232067;19.246413;0.473281;9.623207
73.215053;14.643011;0.27521;7.321505
74.551944;14.910389;0.285254;7.455194
83.978075;16.795615;0.361187;8.397807
98.47348;19.694696;0.495422;9.847348
97.440187;19.488037;0.485152;9.744019
67.649399;13.52988;0.235328;6.76494
89.528975;17.905795;0.41009;8.952897
76.979635;15.395927;0.303955;7.697964
89.639012;17.927802;0.411091;8.963901
69.358315;13.871663;0.247242;6.935831
88.290318;17.658064;0.398908;8.829032
67.378656;13.475731;0.233468;6.737866
70.30444;14.060888;0.253964;7.030444
73.518174;14.703635;0.277471;7.351817
89.60292;17.920584;0.410762;8.960292
56.854036;11.370807;0.166869;5.685404
65.755146;13.151029;0.222466;6.575515
74.860463;14.972093;0.287598;7.486046
94.221623;18.844325;0.453853;9.422162
66.744838;13.348968;0.229141;6.674484
98.131504;19.626301;0.492011;9.81315
75.249232;15.049846;0.290565;7.524923
50.031536;10.006307;0.129659;5.003154
91.35785;18.27157;0.426882;9.135785
97.853642;19.570728;0.489248;9.785364
79.671176;15.934235;0.325382;7.967118
71.313696;14.262739;0.261234;7.13137
85.590317;17.118063;0.375071;8.559032
88.653023;17.730605;0.402167;8.865302
94.174257;18.834851;0.453401;9.417426
76.156652;15.23133;0.297549;7.615665
91.461183;18.292237;0.427841;9.146118
55.784546;11.156909;0.160726;5.578455
67.024449;13.40489;0.231045;6.702445
77.479068;15.495814;0.307875;7.747907
77.071348;15.41427;0.304673;7.707135
54.228235;10.845647;0.151993;5.422823
89.754781;17.950956;0.412145;8.975478
56.128231;11.225646;0.162687;5.612823
61.08541;12.217082;0.192303;6.108541
54.143368;10.828674;0.151523;5.414337
80.454908;16.090982;0.331758;8.045491
65.435665;13.087133;0.220333;6.543567
74.543853;14.908771;0.285193;7.454385
98.622047;19.724409;0.496907;9.862205
74.0479;14.80958;0.281446;7.40479
65.749105;13.149821;0.222426;6.574911
90.917638;18.183528;0.422809;9.091764
69.66188;13.932376;0.249389;6.966188
65.629583;13.125917;0.221626;6.562958
57.588309;11.517662;0.171153;5.758831
77.91529;15.583058;0.311321;7.791529
84.881988;16.976398;0.368939;8.488199
60.887135;12.177427;0.191071;6.088713
98.100563;19.620113;0.491703;9.810056
97.965821;19.593164;0.490363;9.796582
74.520408;14.904082;0.285015;7.452041
92.620225;18.524045;0.438669;9.262023
50.619837;10.123967;0.132682;5.061984
67.769011;13.553802;0.236152;6.776901
96.335703;19.267141;0.474294;9.63357
53.938658;10.787732;0.150395;5.393866
88.326612;17.665322;0.399234;8.832661
95.464756;19.092951;0.465818;9.546476
93.201663;18.640333;0.444153;9.320166
96.829135;19.365827;0.47913;9.682914
61.59411;12.318822;0.195482;6.159411
53.27999;10.655998;0.146791;5.327999
96.039106;19.207821;0.471399;9.603911
62.531572;12.506314;0.20141;6.253157
52.625801;10.52516;0.143255;5.26258
76.000366;15.200073;0.29634;7.600037
68.732232;13.746446;0.242843;6.873223
83.136212;16.627242;0.354041;8.313621
62.60147;12.520294;0.201855;6.260147
67.676596;13.535319;0.235515;6.76766
59.813566;11.962713;0.184469;5.981357
75.487683;15.097537;0.292392;7.548768
92.735802;18.54716;0.439757;9.27358
73.805742;14.761148;0.279625;7.380574
63.922071;12.784414;0.210364;6.392207
80.396058;16.079212;0.331277;8.039606
65.928437;13.185687;0.223628;6.592844
73.02344;14.604688;0.273785;7.302344
86.585948;17.31719;0.383775;8.658595
98.241362;19.648272;0.493105;9.824136
56.579195;11.315839;0.165279;5.65792
94.897411;18.979482;0.460338;9.489741
68.923887;13.784777;0.244185;6.892389
79.513247;15.902649;0.324104;7.951325
52.55094;10.510188;0.142853;5.255094
61.60801;12.321602;0.19557;6.160801
89.134943;17.826989;0.406516;8.913494
88.35922;17.671844;0.399526;8.835922
64.749707;12.949941;0.215786;6.474971
50.20471;10.040942;0.130545;5.020471
92.128296;18.425659;0.434057;9.21283
69.97091;13.994182;0.251584;6.997091
81.34219;16.268438;0.339052;8.134219
51.792912;10.358582;0.138816;5.179291
62.45379;12.490758;0.200914;6.245379
62.469115;12.493823;0.201012;6.246911
94.878532;18.975706;0.460157;9.487853
57.130308;11.426062;0.168475;5.713031
63.003782;12.600756;0.204429;6.300378
81.587944;16.317589;0.341086;8.158794
59.183059;11.836612;0.180645;5.918306
51.745775;10.349155;0.138567;5.174578
98.285665;19.657133;0.493547;9.828566
80.423967;16.084793;0.331505;8.042397
88.152255;17.630451;0.397672;8.815225
99.032725;19.806545;0.501025;9.903272
99.884423;19.976885;0.509618;9.988442
76.814095;15.362819;0.302661;7.68141
53.846939;10.769388;0.14989;5.384694
65.939645;13.187929;0.223703;6.593965
88.010221;17.602044;0.396401;8.801022
65.303172;13.060634;0.219451;6.530317
58.878808;11.775762;0.178815;5.887881
94.960301;18.99206;0.460944;9.49603
90.24994;18.049988;0.416669;9.024994
66.696699;13.33934;0.228814;6.66967
84.356104;16.871221;0.364419;8.43561
66.525859;13.305172;0.227656;6.652586
59.980632;11.996126;0.185489;5.998063
91.017791;18.203558;0.423734;9.101779
86.865423;17.373085;0.386237;8.686542
80.373011;16.074602;0.331089;8.037301
68.386505;13.677301;0.240431;6.838651
62.396759;12.479352;0.200552;6.239676
75.5483;15.10966;0.292857;7.55483
89.842656;17.968531;0.412946;8.984266
94.145493;18.829099;0.453126;9.414549
90.94289;18.188578;0.423042;9.094289
61.351952;12.27039;0.193966;6.135195
51.452956;10.290591;0.137024;5.145296
85.517527;17.103505;0.374438;8.551753
58.798128;11.759626;0.178331;5.879813
60.019658;12.003932;0.185727;6.001966
54.998004;10.999601;0.156282;mai.98
89.058303;17.811661;0.405823;8.90583
54.83342;10.966684;0.15536;5.483342
96.611746;19.322349;0.476996;9.661175
88.49992;17.699984;0.40079;8.849992
91.360992;18.272198;0.426911;9.136099
53.518215;10.703643;0.148089;5.351821
61.723587;12.344717;0.196296;6.172359
62.320848;12.46417;0.200069;6.232085
84.512281;16.902456;0.365758;8.451228
98.810062;19.762012;0.49879;9.881006
62.19449;12.438898;0.199268;6.219449
76.825124;15.365025;0.302747;7.682512
61.092102;12.21842;0.192345;6.10921
86.381888;17.276378;0.381983;8.638189
61.542972;12.308594;0.195162;6.154297
95.757091;19.151418;0.468655;9.575709
78.113011;15.622602;0.312888;7.811301
78.352673;15.670535;0.314794;7.835267
97.149676;19.429935;0.482284;9.714968
71.985991;14.397198;0.266134;7.198599
94.722521;18.944504;0.458656;9.472252
78.810047;15.762009;0.318447;7.881005
83.35927;16.671854;0.355927;8.335927
85.888906;17.177781;0.377671;8.588891
54.875666;10.975133;0.155596;5.487567
98.309599;19.66192;0.493786;9.83096
54.887232;10.977446;0.155661;5.488723
58.941533;11.788307;0.179191;5.894153
65.462144;13.092429;0.220509;6.546214
52.393983;10.478797;0.142013;5.239398
80.422119;16.084424;0.33149;8.042212
79.212092;15.842418;0.321675;7.921209
55.283514;11.056703;0.157888;5.528351
53.880804;10.776161;0.150076;5.38808
55.901998;11.1804;0.161395;mai.02
85.41652;17.083304;0.373561;8.541652
70.084953;14.016991;0.252396;7.008495
95.856184;19.171237;0.469618;9.585618
75.164867;15.032973;0.28992;7.516487
56.462417;11.292483;0.164606;5.646242
79.294205;15.858841;0.322337;7.92942
74.544575;14.908915;0.285198;7.454457
95.86073;19.172146;0.469662;9.586073
69.576444;13.915289;0.248783;6.957644
50.20227;10.040454;0.130533;5.020227
98.723176;19.744635;0.497919;9.872318
78.750554;15.750111;0.317971;7.875055
57.763605;11.552721;0.172184;5.77636
79.399918;15.879984;0.323189;7.939992
65.594861;13.118972;0.221394;6.559486
73.339945;14.667989;0.27614;7.333995
57.164854;11.432971;0.168676;5.716485
61.648452;12.32969;0.195824;6.164845
88.033667;17.606733;0.396611;8.803367
60.275483;12.055097;0.187295;6.027548
60.248256;12.049651;0.187128;6.024826
71.47415;14.29483;0.262399;7.147415
60.722841;12.144568;0.190053;6.072284
83.624254;16.724851;0.358175;8.362425
93.051393;18.610279;0.442732;9.305139
98.630983;19.726197;0.496996;9.863098
52.782053;10.556411;0.144096;5.278205
96.858704;19.371741;0.47942;9.68587
82.118298;16.42366;0.345496;8.21183
68.387943;13.677589;0.240441;6.838794
82.982397;16.596479;0.352743;8.29824
71.54161;14.308322;0.26289;7.154161
57.211298;11.44226;0.168947;5.72113
80.47989;16.095978;0.331962;8.047989
76.126452;15.22529;0.297315;7.612645
75.672138;15.134428;0.293809;7.567214
82.256827;16.451365;0.346653;8.225683
53.187806;10.637561;0.14629;5.318781
90.687259;18.137452;0.420686;9.068726
92.691786;18.538357;0.439342;9.269179
70.177946;14.035589;0.25306;7.017795
82.949317;16.589863;0.352464;8.294932
63.782826;12.756565;0.209459;6.378283
85.686636;17.137327;0.375908;8.568664
56.15249;11.230498;0.162826;5.615249
69.559044;13.911809;0.24866;6.955904
97.123627;19.424725;0.482027;9.712363
79.541616;15.908323;0.324334;7.954162
99.867283;19.973457;0.509445;9.986728
79.054038;15.810808;0.320404;7.905404
73.257265;14.651453;0.275524;7.325726
67.56364;13.512728;0.234738;6.756364
67.249846;13.449969;0.232585;6.724985
93.605321;18.721064;0.447979;9.360532
95.653743;19.130749;0.467651;9.565374
63.94237;12.788474;0.210496;6.394237
59.362113;11.872423;0.181727;5.936211
62.23193;12.446386;0.199505;6.223193
82.113474;16.422695;0.345456;8.211347
57.831435;11.566287;0.172584;5.783143
76.512151;15.30243;0.300308;7.651215
77.685871;15.537174;0.309506;7.768587
63.742432;12.748486;0.209196;6.374243
51.188501;okt.77;0.135639;5.11885
67.219873;13.443975;0.23238;6.721987
77.181566;15.436313;0.305537;7.718157
71.539257;14.307851;0.262873;7.153926
77.283715;15.456743;0.306339;7.728371
53.273466;10.654693;0.146756;5.327347
89.922723;17.984545;0.413677;8.992272
91.083118;18.216624;0.424338;9.108312
53.977048;10.79541;0.150606;5.397705
70.961193;14.192239;0.258683;7.096119
95.341882;19.068376;0.464629;9.534188
90.097537;18.019507;0.415274;9.009754
77.298938;15.459788;0.306458;7.729894
57.691324;11.538265;0.171759;5.769132
75.036205;15.007241;0.288937;7.50362
77.471763;15.494353;0.307818;7.747176
73.492349;14.69847;0.277278;7.349235
51.507356;10.301471;0.13731;5.150736
73.240438;14.648088;0.275399;7.324044
96.991422;19.398284;0.480726;9.699142
53.064259;10.612852;0.14562;5.306426
95.130678;19.026136;0.462588;9.513068
65.418757;13.083751;0.22022;6.541876
54.291764;10.858353;0.152344;5.429176
63.605977;12.721195;0.208311;6.360598
84.826147;16.965229;0.368457;8.482615
62.184082;12.436816;0.199202;6.218408
66.310025;13.262005;0.226196;6.631002
70.024897;14.004979;0.251968;7.00249
71.074332;14.214866;0.259501;7.107433
82.855824;16.571165;0.351677;8.285582
66.179634;13.235927;0.225317;6.617963
92.492075;18.498415;0.437465;9.249208
69.206885;13.841377;0.246174;6.920688
62.594325;12.518865;0.201809;6.259433
68.466763;13.693353;0.240989;6.846676
78.970925;15.794185;0.319737;7.897092
98.019787;19.603957;0.490899;9.801979
69.839912;13.967982;0.250652;6.983991
76.26815;15.25363;0.298413;7.626815
59.944559;11.988912;0.185268;5.994456
87.970921;17.594184;0.39605;8.797092
69.280217;13.856043;0.246691;6.928022
96.602447;19.320489;0.476905;9.660245
71.907965;14.381593;0.265563;7.190796
53.507785;10.701557;0.148032;5.350778
68.354804;13.670961;0.24021;6.83548
56.251046;11.250209;0.163391;5.625105
84.325908;16.865182;0.36416;8.432591
84.760167;16.952033;0.367889;8.476017
58.621124;11.724225;0.177271;5.862112
56.324079;11.264816;0.163811;5.632408
53.271714;10.654343;0.146746;5.327171
80.694449;16.13889;0.333719;8.069445
60.678173;12.135635;0.189777;6.067817
56.057823;11.211565;0.162285;5.605782
51.801116;10.360223;0.13886;5.180112
72.889802;14.57796;0.272793;7.28898
57.93328;11.586656;0.173185;5.793328
92.457568;18.491514;0.437142;9.245757
91.089384;18.217877;0.424396;9.108938
73.612698;14.72254;0.278178;7.36127
71.05822;14.211644;0.259384;7.105822
82.902716;16.580543;0.352072;8.290272
88.105369;17.621074;0.397252;8.810537
79.162247;15.832449;0.321274;7.916225
97.605461;19.521092;0.486788;9.760546
58.092054;11.618411;0.174124;5.809205
95.096999;19.0194;0.462263;sep.97
56.569442;11.313888;0.165223;5.656944
98.500839;19.700168;0.495695;9.850084
75.472562;15.094512;0.292276;7.547256
81.667444;16.333489;0.341745;8.166744
96.972287;19.394457;0.480537;9.697229
87.046862;17.409372;0.387839;8.704686
65.093339;13.018668;0.218058;6.509334
75.850461;15.170092;0.295183;7.585046
68.81631;13.763262;0.243431;6.881631
82.383799;16.47676;0.347715;8.23838
60.098192;12.019638;0.186208;6.009819
66.471343;13.294269;0.227287;6.647134
55.933036;11.186607;0.161572;5.593304
81.984117;16.396823;0.344378;8.198412
85.264731;17.052946;0.372246;8.526473
62.453208;12.490642;0.200911;6.245321
76.531746;15.306349;0.30046;7.653175
62.90792;12.581584;0.203814;6.290792
61.797626;12.359525;0.196762;6.179763
58.528712;11.705742;0.17672;5.852871
56.536503;11.307301;0.165033;5.65365
66.665647;13.333129;0.228603;6.666565
56.081123;11.216225;0.162418;5.608112
90.086507;18.017301;0.415173;9.008651
77.382345;15.476469;0.307114;7.738234
85.178766;17.035753;0.371502;8.517877
86.331861;17.266372;0.381544;8.633186
66.9127;13.38254;0.230283;6.69127
86.3775;17.2755;0.381945;8.63775
58.497078;11.699416;0.176531;5.849708
92.745718;18.549144;0.43985;9.274572
55.902323;11.180465;0.161397;5.590232
60.262751;12.05255;0.187217;6.026275
61.154048;12.23081;0.192731;6.115405
77.756466;15.551293;0.310064;7.775647
86.259328;17.251866;0.380909;8.625933
83.148563;16.629713;0.354145;8.314856
74.656635;14.931327;0.286048;7.465664
56.299426;11.259885;0.163669;5.629943
93.647587;18.729517;0.448381;9.364759
95.584834;19.116967;0.466982;9.558483
80.207361;16.041472;0.329737;8.020736
82.984806;16.596961;0.352763;8.298481
90.506003;18.101201;0.419019;9.0506
97.835088;19.567018;0.489064;9.783509
75.986225;15.197245;0.296231;7.598622
85.156348;17.03127;0.371308;8.515635
91.628581;18.325716;0.429396;9.162858
85.79349;17.158698;0.376839;8.579349
70.449509;14.089902;0.255003;7.044951
61.573624;12.314725;0.195354;6.157362
66.254327;13.250865;0.225821;6.625433
85.807835;17.161567;0.376964;8.580784
99.563342;19.912668;0.50637;9.956334
88.560496;17.712099;0.401334;8.85605
89.903795;17.980759;0.413504;8.990379
92.419716;18.483943;0.436786;9.241972
85.386054;17.077211;0.373297;8.538605
54.285099;10.85702;0.152307;5.42851
61.793521;12.358704;0.196736;6.179352
50.715001;10.143;0.133175;5.0715
98.180638;19.636128;0.4925;9.818064
89.472961;17.894592;0.409581;8.947296
60.319232;12.063846;0.187564;6.031923
89.638082;17.927616;0.411082;8.963808
54.195869;10.839174;0.151814;5.419587
56.208592;11.241718;0.163148;5.620859
94.778988;18.955798;0.459199;9.477899
54.227651;10.84553;0.151989;5.422765
99.005402;19.80108;0.50075;9.90054
79.304645;15.860929;0.322421;7.930464
51.87511;10.375022;0.139251;5.187511
56.608494;11.321699;0.165448;5.660849
68.150039;13.630008;0.238788;6.815004
62.943877;12.588775;0.204044;6.294388
76.329141;15.265828;0.298886;7.632914
83.680841;16.736168;0.358656;8.368084
65.57512;13.115024;0.221263;6.557512
92.251419;18.450284;0.435209;9.225142
51.39612;10.279224;0.136726;5.139612
50.022418;10.004484;0.129612;5.002242
94.70328;18.940656;0.458471;9.470328
81.119211;16.223842;0.337211;8.111921
65.927992;13.185598;0.223625;6.592799
96.923454;19.384691;0.480057;9.692345
76.491391;15.298278;0.300146;7.649139
70.094488;14.018898;0.252464;7.009449
60.699409;12.139882;0.189908;6.069941
72.593551;14.51871;0.270601;7.259355
87.852671;17.570534;0.394995;8.785267
93.839612;18.767922;0.450208;9.383961
97.762508;19.552502;0.488344;9.776251
70.371536;14.074307;0.254444;7.037154
94.505906;18.901181;0.456576;9.450591
92.932586;18.586517;0.441611;9.293259
97.404196;19.480839;0.484796;9.74042
90.7344;18.14688;0.42112;9.07344
72.665574;14.533115;0.271133;7.266557
50.867921;10.173584;0.133968;5.086792
93.639219;18.727844;0.448301;9.363922
69.777632;13.955526;0.25021;6.977763
90.37736;18.075472;0.417838;9.037736
87.40093;17.480186;0.390975;8.740093
86.788087;17.357617;0.385555;8.678809
91.144864;18.228973;0.424909;9.114486
59.698513;11.939703;0.183768;5.969851
59.645833;11.929167;0.183448;5.964583
67.657796;13.531559;0.235386;6.76578
86.619464;17.323893;0.38407;8.661946
62.231355;12.446271;0.199502;6.223135
56.222954;11.244591;0.16323;5.622295
76.844596;15.368919;0.302899;7.68446
93.134635;18.626927;0.443519;9.313463
52.888979;10.577796;0.144673;5.288898
61.771103;12.354221;0.196595;6.17711
56.011722;11.202344;0.162021;5.601172
67.061427;13.412285;0.231297;6.706143
73.544969;14.708994;0.277672;7.354497
63.395778;12.679156;0.206952;6.339578
63.146691;12.629338;0.205347;6.314669
84.101381;16.820276;0.362239;8.410138
95.509183;19.101837;0.466249;9.550918
72.185437;14.437087;0.267596;7.218544
66.37498;13.274996;0.226635;6.637498
55.16579;11.033158;0.157225;5.516579
81.542137;16.308427;0.340706;8.154214
81.503574;16.300715;0.340387;8.150357
62.102588;12.420518;0.198686;6.210259
75.217453;15.043491;0.290322;7.521745
65.539681;13.107936;0.221026;6.553968
85.594741;17.118948;0.375109;8.559474
61.015267;12.203053;0.191867;6.101527
64.707199;12.94144;0.215506;6.47072
98.6122;19.72244;0.496809;9.86122
81.618488;16.323698;0.341339;8.161849
59.645058;11.929012;0.183443;5.964506
57.30235;11.46047;0.169478;5.730235
94.331124;18.866225;0.454901;9.433112
74.783128;14.956626;0.287009;7.478313
87.224941;17.444988;0.389415;8.722494
66.845558;13.369112;0.229826;6.684556
52.436692;10.487338;0.142241;5.243669
74.079944;14.815989;0.281687;7.407994
60.362197;12.072439;0.187828;6.03622
81.629717;16.325943;0.341432;8.162972
66.995017;13.399003;0.230844;6.699502
54.627873;10.925575;0.154212;5.462787
