Height/width [cm];Load (UDL) [kN];Displ. [cm];Beam lenght [m]
94.03339;18.806678;0.452055;9.403339
98.142739;19.628548;0.492123;9.814274
77.677715;15.535543;0.309442;7.767771
62.986421;12.597284;0.204317;6.298642
67.111605;13.422321;0.23164;6.711161
52.203457;10.440691;0.140996;5.220346
58.69001;11.738002;0.177683;5.869001
62.102725;12.420545;0.198687;6.210272
92.294265;18.458853;0.43561;9.229427
74.767486;14.953497;0.28689;7.476749
72.779343;14.555869;0.271975;7.277934
70.81472;14.162944;0.257627;7.081472
80.215471;16.043094;0.329803;8.021547
75.086255;15.017251;0.289319;7.508626
87.117467;17.423493;0.388463;8.711747
72.729701;14.54594;0.271608;7.27297
99.449655;19.889931;0.505222;9.944966
71.869913;14.373983;0.265285;7.186991
83.036701;16.60734;0.353201;8.30367
65.838849;13.16777;0.223027;6.583885
86.225936;17.245187;0.380616;8.622594
92.86037;18.572074;0.44093;9.286037
82.795009;16.559002;0.351165;8.279501
97.96237;19.592474;0.490328;9.796237
55.087997;11.017599;0.156787;mai.88
82.153508;16.430702;0.34579;8.215351
52.572966;10.514593;0.142972;5.257297
80.637459;16.127492;0.333252;8.063746
66.966684;13.393337;0.230651;6.696668
74.291567;14.858313;0.283284;7.429157
89.983792;17.996758;0.414234;8.998379
50.822149;10.16443;0.13373;5.082215
71.714297;14.342859;0.264148;7.17143
59.785754;11.957151;0.184299;5.978575
71.824018;14.364804;0.264949;7.182402
86.455864;17.291173;0.382632;8.645586
54.186372;10.837274;0.151761;5.418637
75.900049;15.18001;0.295565;7.590005
60.123369;12.024674;0.186362;6.012337
59.223926;11.844785;0.180892;5.922393
50.666158;10.133232;0.132922;5.066616
97.873788;19.574758;0.489448;9.787379
60.472494;12.094499;0.188507;6.047249
59.263849;11.85277;0.181133;5.926385
51.926762;10.385352;0.139525;5.192676
94.222592;18.844518;0.453863;9.422259
96.539373;19.307875;0.476287;9.653937
93.647039;18.729408;0.448376;9.364704
94.713776;18.942755;0.458572;9.471378
92.497566;18.499513;0.437517;9.249757
64.110987;12.822197;0.211596;6.411099
68.974923;13.794985;0.244543;6.897492
52.216439;10.443288;0.141065;5.221644
54.955983;10.991197;0.156046;5.495598
91.387666;18.277533;0.427159;9.138767
51.17302;10.234604;0.135558;5.117302
65.34773;13.069546;0.219747;6.534773
79.715345;15.943069;0.325739;7.971534
57.898424;11.579685;0.172979;5.789842
84.958098;16.99162;0.369595;8.49581
99.630492;19.926098;0.507048;9.963049
78.052551;15.61051;0.312409;7.805255
95.136041;19.027208;0.462639;9.513604
68.002698;13.60054;0.237767;6.80027
84.783694;16.956739;0.368092;8.478369
71.957194;14.391439;0.265923;7.195719
99.100422;19.820084;0.501705;9.910042
70.429717;14.085943;0.254861;7.042972
53.262237;10.652447;0.146695;5.326224
50.661603;10.132321;0.132898;5.06616
68.54333;13.708666;0.241523;6.854333
73.549606;14.709921;0.277706;7.354961
61.746544;12.349309;0.19644;6.174654
73.812775;14.762555;0.279678;7.381277
65.172691;13.034538;0.218584;6.517269
88.352148;17.67043;0.399463;8.835215
82.387876;16.477575;0.347749;8.238788
73.53116;14.706232;0.277568;7.353116
96.035608;19.207122;0.471365;9.603561
60.865404;12.173081;0.190936;6.08654
85.614135;17.122827;0.375278;8.561414
58.925926;11.785185;0.179097;5.892593
85.923683;17.184737;0.377974;8.592368
74.469117;14.893823;0.284627;7.446912
60.18058;12.036116;0.186713;6.018058
71.00887;14.201774;0.259028;7.100887
98.60571;19.721142;0.496744;9.860571
66.758314;13.351663;0.229233;6.675831
68.398088;13.679618;0.240511;6.839809
70.650998;14.1302;0.256449;7.0651
71.108134;14.221627;0.259745;7.110813
74.471027;14.894205;0.284641;7.447103
68.001625;13.600325;0.237759;6.800163
75.165271;15.033054;0.289923;7.516527
59.593435;11.918687;0.183129;5.959343
72.613607;14.522721;0.270749;7.261361
52.737747;10.547549;0.143857;5.273775
92.469796;18.493959;0.437256;9.24698
74.480156;14.896031;0.28471;7.448016
79.969568;15.993914;0.327802;7.996957
95.12217;19.024434;0.462506;9.512217
76.109656;15.221931;0.297185;7.610966
90.384802;18.07696;0.417906;9.03848
94.052173;18.810435;0.452234;9.405217
73.954236;14.790847;0.280741;7.395424
90.56138;18.112276;0.419528;9.056138
57.228378;11.445676;0.169046;5.722838
78.403665;15.680733;0.3152;7.840366
89.783293;17.956659;0.412405;8.978329
53.035518;10.607104;0.145465;5.303552
68.785145;13.757029;0.243213;6.878514
91.81657;18.363314;0.431147;9.181657
83.679736;16.735947;0.358646;8.367974
97.03302;19.406604;0.481135;9.703302
99.343962;19.868792;0.504157;9.934396
90.704565;18.140913;0.420845;9.070457
92.128868;18.425774;0.434062;9.212887
70.666924;14.133385;0.256563;7.066692
57.822117;11.564423;0.172529;5.782212
63.774824;12.754965;0.209407;6.377482
73.351484;14.670297;0.276226;7.335148
82.342108;16.468422;0.347366;8.234211
52.031629;10.406326;0.140081;5.203163
82.61124;16.522248;0.349621;8.261124
79.553469;15.910694;0.324429;7.955347
94.072303;18.814461;0.452427;9.40723
55.547981;11.109596;0.159383;5.554798
86.581273;17.316255;0.383734;8.658127
64.21934;12.843868;0.212304;6.421934
92.559083;18.511817;0.438095;9.255908
85.614401;17.12288;0.37528;8.56144
89.918079;17.983616;0.413634;8.991808
99.051004;19.810201;0.501208;sep.51
66.06604;13.213208;0.224552;6.606604
65.743234;13.148647;0.222386;6.574323
59.50448;11.900896;0.182589;5.950448
68.541124;13.708225;0.241508;6.854112
91.871511;18.374302;0.431659;9.187151
50.514881;10.102976;0.13214;5.051488
69.6192;13.92384;0.249086;6.96192
63.780492;12.756098;0.209443;6.378049
70.202045;14.040409;0.253232;7.020204
76.975021;15.395004;0.303919;7.697502
65.36257;13.072514;0.219846;6.536257
51.865853;10.373171;0.139202;5.186585
79.291564;15.858313;0.322315;7.929156
90.791291;18.158258;0.421644;9.079129
70.968606;14.193721;0.258737;7.096861
75.821309;15.164262;0.294958;7.582131
68.888869;13.777774;0.24394;6.888887
80.484739;16.096948;0.332002;8.048474
82.070823;16.414165;0.3451;8.207082
84.647679;16.929536;0.366921;8.464768
60.705332;12.141066;0.189945;6.070533
56.618084;11.323617;0.165504;5.661808
62.780062;12.556012;0.202995;6.278006
74.078026;14.815605;0.281673;7.407803
57.773562;11.554712;0.172243;5.777356
64.498703;12.899741;0.214135;6.44987
79.881934;15.976387;0.32709;7.988193
85.013399;17.00268;0.370072;8.50134
70.647105;14.129421;0.256421;7.064711
64.184325;12.836865;0.212075;6.418433
97.224209;19.444842;0.483019;9.722421
67.421117;13.484223;0.233759;6.742112
78.867066;15.773413;0.318904;7.886707
92.765566;18.553113;0.440037;9.276557
67.613697;13.522739;0.235082;6.76137
81.289785;16.257957;0.338619;8.128979
89.839483;17.967897;0.412917;8.983948
72.163441;14.432688;0.267435;7.216344
50.257358;10.051472;0.130815;5.025736
70.152043;14.030409;0.252875;7.015204
88.202917;17.640583;0.398125;8.820292
99.994332;19.998866;0.510733;9.999433
53.14944;10.629888;0.146082;5.314944
55.367087;11.073417;0.158359;5.536709
86.669059;17.333812;0.384506;8.666906
80.745387;16.149077;0.334137;8.074539
50.261905;10.052381;0.130839;5.026191
53.281012;10.656202;0.146797;5.328101
84.579376;16.915875;0.366334;8.457938
60.759964;12.151993;0.190283;6.075996
95.33047;19.066094;0.464518;9.533047
62.074344;12.414869;0.198508;6.207434
53.543578;10.708716;0.148228;5.354358
55.2704;11.05408;0.157814;5.52704
88.345673;17.669135;0.399405;8.834567
59.447956;11.889591;0.182247;5.944796
52.963173;10.592635;0.145073;5.296317
85.426453;17.085291;0.373648;8.542645
60.767562;12.153512;0.19033;6.076756
77.372807;15.474561;0.307039;7.737281
70.632947;14.126589;0.256319;7.063295
84.605801;16.92116;0.366561;8.46058
93.133386;18.626677;0.443507;9.313339
56.01772;11.203544;0.162055;5.601772
79.750812;15.950162;0.326027;7.975081
97.941453;19.588291;0.490121;9.794145
72.998787;14.599757;0.273602;7.299879
86.525998;17.3052;0.383248;aug.26
73.177594;14.635519;0.274931;7.317759
89.67882;17.935764;0.411453;8.967882
85.981826;17.196365;0.378482;8.598183
96.725429;19.345086;0.478111;9.672543
80.227382;16.045476;0.329901;8.022738
61.91878;12.383756;0.197525;6.191878
96.444761;19.288952;0.475361;9.644476
60.710999;12.1422;0.18998;6.0711
53.468644;10.693729;0.147819;5.346864
57.412974;11.482595;0.170125;5.741297
87.408967;17.481793;0.391046;8.740897
77.028176;15.405635;0.304335;7.702818
64.236798;12.84736;0.212418;6.42368
76.600922;15.320184;0.300998;7.660092
50.434023;10.086805;0.131724;5.043402
59.887141;11.977428;0.184917;5.988714
68.853855;13.770771;0.243694;6.885385
85.149865;17.029973;0.371252;8.514986
63.877539;12.775508;0.210074;6.387754
73.596665;14.719333;0.278058;7.359667
54.419893;10.883979;0.153055;5.441989
58.165741;11.633148;0.174561;5.816574
78.326613;15.665323;0.314587;7.832661
54.41303;10.882606;0.153017;5.441303
61.395879;12.279176;0.19424;6.139588
72.88455;14.57691;0.272754;7.288455
99.519095;19.903819;0.505923;9.95191
53.597117;10.719423;0.148521;5.359712
56.860946;11.372189;0.166909;5.686095
97.13172;19.426344;0.482107;9.713172
75.616275;15.123255;0.29338;7.561628
88.727606;17.745521;0.402838;8.872761
57.746599;11.54932;0.172084;5.77466
63.735907;12.747181;0.209154;6.373591
80.103418;16.020684;0.328891;8.010342
94.900556;18.980111;0.460369;9.490056
74.778138;14.955628;0.286971;7.477814
98.605042;19.721008;0.496737;9.860504
81.846963;16.369393;0.343236;8.184696
91.624798;18.32496;0.429361;9.16248
58.825639;11.765128;0.178496;5.882564
77.634673;15.526935;0.309102;7.763467
55.979311;11.195862;0.161836;5.597931
95.550198;19.11004;0.466647;9.55502
98.017486;19.603497;0.490876;9.801749
83.739386;16.747877;0.359153;8.373939
63.136009;12.627202;0.205278;6.313601
94.032025;18.806405;0.452042;9.403203
84.171777;16.834355;0.362841;8.417178
83.246245;16.649249;0.354971;8.324624
87.163865;17.432773;0.388874;8.716387
94.600947;18.920189;0.457488;9.460095
84.063914;16.812783;0.361919;8.406391
99.402122;19.880424;0.504743;9.940212
82.106105;16.421221;0.345395;8.210611
65.011853;13.002371;0.217518;6.501185
61.352207;12.270441;0.193967;6.135221
81.568797;16.313759;0.340927;8.15688
85.32955;17.06591;0.372807;8.532955
57.342831;11.468566;0.169715;5.734283
62.399685;12.479937;0.20057;6.239968
92.847645;18.569529;0.44081;9.284764
53.850053;10.770011;0.149907;5.385005
56.336925;11.267385;0.163884;5.633692
81.796699;16.35934;0.342818;8.17967
98.681361;19.736272;0.497501;9.868136
69.281577;13.856315;0.2467;6.928158
50.500891;10.100178;0.132068;5.050089
96.497504;19.299501;0.475877;9.64975
55.533468;11.106694;0.1593;5.553347
85.109004;17.021801;0.370898;aug.09
70.248813;14.049763;0.253566;7.024881
53.302902;10.66058;0.146916;5.33029
72.252741;14.450548;0.268091;7.225274
64.771026;12.954205;0.215927;6.477103
76.78522;15.357044;0.302435;7.678522
52.18643;10.437286;0.140905;5.218643
82.776414;16.555283;0.351009;8.277641
56.395544;11.279109;0.164221;5.639554
77.656493;15.531299;0.309274;7.765649
59.748541;11.949708;0.184073;5.974854
55.48707;11.097414;0.159038;5.548707
69.425339;13.885068;0.247715;6.942534
73.614701;14.72294;0.278193;7.36147
59.967855;11.993571;0.18541;5.996785
81.015328;16.203066;0.336356;8.101533
54.663692;10.932738;0.154412;5.466369
58.344477;11.668895;0.175622;5.834448
81.629802;16.32596;0.341433;8.16298
65.091564;13.018313;0.218046;6.509156
83.548348;16.70967;0.35753;8.354835
93.209341;18.641868;0.444225;9.320934
63.275492;12.655098;0.206176;6.327549
74.504131;14.900826;0.284892;7.450413
79.225113;15.845023;0.32178;7.922511
65.977994;13.195599;0.223961;6.597799
73.78462;14.756924;0.279467;7.378462
99.642387;19.928477;0.507169;9.964239
63.753499;des.07;0.209268;6.37535
99.336125;19.867225;0.504078;9.933613
64.457809;12.891562;0.213866;6.445781
62.635118;12.527024;0.20207;6.263512
97.534521;19.506904;0.486085;9.753452
78.63831;15.727662;0.317073;7.863831
98.137241;19.627448;0.492068;9.813724
66.915052;13.38301;0.230299;6.691505
91.298045;18.259609;0.426328;9.129804
61.811173;12.362235;0.196847;6.181117
84.631096;16.926219;0.366779;8.46311
55.320885;11.064177;0.158099;5.532089
62.825424;12.565085;0.203286;6.282542
78.575793;15.715159;0.316573;7.857579
75.173253;15.034651;0.289984;7.517325
57.673057;11.534611;0.171651;5.767306
97.59429;19.518858;0.486677;9.759429
56.912615;11.382523;0.167209;5.691261
73.422306;14.684461;0.276755;7.342231
80.235352;16.04707;0.329966;8.023535
96.36907;19.273814;0.47462;9.636907
50.781371;10.156274;0.133519;5.078137
94.017668;18.803534;0.451905;9.401767
60.9371;12.18742;0.191381;6.09371
68.871089;13.774218;0.243815;6.887109
81.40594;16.281188;0.339579;8.140594
71.985119;14.397024;0.266128;7.198512
91.899663;18.379933;0.431922;9.189966
56.973321;11.394664;0.167561;5.697332
78.798771;15.759754;0.318357;7.879877
93.027628;18.605526;0.442508;9.302763
98.793032;19.758606;0.498619;9.879303
53.0006;10.60012;0.145276;5.30006
52.544043;10.508809;0.142816;5.254404
69.022915;13.804583;0.24488;6.902292
57.059418;11.411884;0.168062;5.705942
63.198683;12.639737;0.205681;6.319868
97.113424;19.422685;0.481927;9.711342
57.952549;11.59051;0.173299;5.795255
90.787029;18.157406;0.421605;9.078703
75.477461;15.095492;0.292313;7.547746
93.052802;18.61056;0.442745;9.30528
89.717283;17.943457;0.411803;8.971728
92.852519;18.570504;0.440856;9.285252
73.713381;14.742676;0.278933;7.371338
76.308917;15.261783;0.298729;7.630892
52.266141;10.453228;0.14133;5.226614
54.972555;10.994511;0.156139;5.497256
68.036088;13.607218;0.237998;6.803609
55.602435;11.120487;0.159691;5.560244
76.909842;15.381968;0.303409;7.690984
72.312498;14.4625;0.26853;7.23125
92.555689;18.511138;0.438063;9.255569
93.549268;18.709854;0.447447;9.354927
53.273317;10.654663;0.146755;5.327332
62.972128;12.594426;0.204226;6.297213
55.318457;11.063691;0.158085;5.531846
53.52071;10.704142;0.148103;5.352071
93.764029;18.752806;0.449488;9.376403
66.128582;13.225716;0.224973;6.612858
56.65319;11.330638;0.165707;5.665319
56.237578;11.247516;0.163314;5.623758
59.941732;11.988346;0.185251;5.994173
62.499274;12.499855;0.201204;6.249927
68.783545;13.756709;0.243202;6.878355
85.838064;17.167613;0.377227;8.583806
52.320285;10.464057;0.141619;5.232029
60.281381;12.056276;0.187331;6.028138
59.552878;11.910576;0.182883;5.955288
68.113835;13.622767;0.238537;6.811383
94.474374;18.894875;0.456273;9.447437
50.480866;10.096173;0.131965;5.048087
98.960066;19.792013;0.500295;9.896007
82.635276;16.527055;0.349823;8.263528
54.757891;10.951578;0.154937;5.475789
53.316267;10.663253;0.146988;5.331627
61.064088;12.212818;0.192171;6.106409
51.165149;10.23303;0.135517;5.116515
87.223719;17.444744;0.389404;8.722372
92.562172;18.512434;0.438124;9.256217
79.139799;15.82796;0.321094;7.91398
67.012564;13.402513;0.230964;6.701256
73.863574;14.772715;0.28006;7.386357
51.370886;10.274177;0.136594;5.137089
51.88893;10.377786;0.139324;5.188893
70.71513;14.143026;0.25691;7.071513
56.237343;11.247469;0.163313;5.623734
59.451332;11.890266;0.182267;5.945133
99.270726;19.854145;0.503419;9.927073
56.050787;11.210157;0.162244;5.605079
51.740962;10.348192;0.138542;5.174096
59.677974;11.935595;0.183643;5.967797
53.349395;10.669879;0.147169;5.33494
91.823967;18.364793;0.431216;9.182397
84.133839;16.826768;0.362517;8.413384
69.239882;13.847976;0.246406;6.923988
83.111071;16.622214;0.353829;8.311107
77.21801;15.443602;0.305823;7.721801
74.068974;14.813795;0.281605;7.406897
87.875316;17.575063;0.395197;8.787532
73.988632;14.797726;0.281;7.398863
91.98476;18.396952;0.432716;9.198476
95.419677;19.083935;0.465382;9.541968
99.922254;19.984451;0.510002;9.992225
61.128062;12.225612;0.192569;6.112806
76.428975;15.285795;0.299661;7.642898
73.352432;14.670486;0.276234;7.335243
59.920412;11.984082;0.185121;5.992041
88.791377;17.758275;0.403413;8.879138
99.957049;19.99141;0.510354;9.995705
51.908041;10.381608;0.139426;5.190804
54.153307;10.830661;0.151578;5.415331
66.29699;13.259398;0.226108;6.629699
51.201856;10.240371;0.135708;5.120186
86.988783;17.397757;0.387326;8.698878
89.640626;17.928125;0.411105;8.964063
82.374004;16.474801;0.347633;aug.74
58.570846;11.714169;0.176971;5.857085
60.610344;12.122069;0.189358;6.061034
98.068415;19.613683;0.491383;9.806842
79.600721;15.920144;0.324812;7.960072
92.868953;18.573791;0.441011;9.286895
61.010654;12.202131;0.191838;6.101065
53.502091;10.700418;0.148001;5.350209
66.372873;13.274575;0.226621;6.637287
84.7964;16.95928;0.368201;8.47964
97.131471;19.426294;0.482105;9.713147
57.136099;11.42722;0.168508;5.71361
98.501437;19.700287;0.495701;9.850144
85.518009;17.103602;0.374442;8.551801
70.205197;14.041039;0.253254;7.02052
83.846078;16.769216;0.360062;8.384608
77.096176;15.419235;0.304867;7.709618
99.348403;19.869681;0.504201;9.93484
68.573541;13.714708;0.241734;6.857354
87.155039;17.431008;0.388796;8.715504
71.592887;14.318577;0.263263;7.159289
73.941321;14.788264;0.280644;7.394132
90.242824;18.048565;0.416604;9.024282
75.459954;15.091991;0.292179;7.545995
97.362698;19.47254;0.484386;9.73627
96.316931;19.263386;0.474111;9.631693
70.659955;14.131991;0.256513;7.065996
99.313677;19.862735;0.503851;9.931368
54.142746;10.828549;0.15152;5.414275
97.587654;19.517531;0.486611;9.758765
93.380984;18.676197;0.44585;9.338098
52.147539;10.429508;0.140698;5.214754
54.835184;10.967037;0.155369;5.483518
94.493213;18.898643;0.456454;9.449321
86.865878;17.373176;0.386241;8.686588
74.540224;14.908045;0.285165;7.454022
66.607666;13.321533;0.22821;6.660767
76.000558;15.200112;0.296341;7.600056
58.274595;11.654919;0.175207;5.82746
81.119679;16.223936;0.337215;8.111968
80.974106;16.194821;0.336016;8.097411
91.917586;18.383517;0.432089;9.191759
83.549381;16.709876;0.357539;8.354938
76.331662;15.266332;0.298905;7.633166
79.297504;15.859501;0.322363;7.92975
66.216333;13.243267;0.225564;6.621633
61.418975;12.283795;0.194385;6.141898
53.273368;10.654674;0.146755;5.327337
79.751853;15.950371;0.326035;7.975185
68.061963;13.612393;0.238177;6.806196
77.057132;15.411426;0.304561;7.705713
66.948587;13.389717;0.230527;6.694859
82.628315;16.525663;0.349765;8.262832
99.833745;19.966749;0.509105;9.983374
68.047739;13.609548;0.238079;6.804774
58.432683;11.686537;0.176147;5.843268
68.328022;13.665604;0.240024;6.832802
85.15039;17.030078;0.371256;8.515039
50.705718;10.141144;0.133127;5.070572
83.28379;16.656758;0.355288;8.328379
72.208998;14.4418;0.26777;jul.09
61.696978;12.339396;0.196128;6.169698
99.359345;19.871869;0.504312;9.935934
68.785219;13.757044;0.243213;6.878522
91.415416;18.283083;0.427416;9.141542
94.983932;18.996786;0.461172;9.498393
52.300915;10.460183;0.141515;5.230092
54.008224;10.801645;0.150778;5.400822
98.652131;19.730426;0.497208;9.865213
95.664972;19.132994;0.46776;9.566497
67.238412;13.447682;0.232507;6.723841
51.095617;10.219123;0.135154;5.109562
91.073808;18.214762;0.424252;9.107381
87.453862;17.490772;0.391445;8.745386
56.180933;11.236187;0.162989;5.618093
79.675301;15.93506;0.325415;7.96753
90.39194;18.078388;0.417971;9.039194
63.911162;12.782232;0.210293;6.391116
96.16245;19.23249;0.472602;9.616245
81.146365;16.229273;0.337435;8.114636
84.897955;16.979591;0.369076;8.489796
67.386587;13.477317;0.233522;6.738659
69.561824;13.912365;0.24868;6.956182
86.080783;17.216157;0.379346;8.608078
70.530522;14.106104;0.255584;7.053052
76.432396;15.286479;0.299687;7.64324
69.519224;13.903845;0.248378;6.951922
55.001439;11.000288;0.156301;5.500144
76.445475;15.289095;0.299789;7.644547
78.433195;15.686639;0.315436;7.84332
56.212202;11.24244;0.163169;5.62122
81.457276;16.291455;0.340003;8.145728
75.294841;15.058968;0.290914;7.529484
74.990805;14.998161;0.288591;7.49908
58.910681;11.782136;0.179006;5.891068
69.277128;13.855426;0.246669;6.927713
92.558241;18.511648;0.438087;9.255824
64.764162;12.952832;0.215882;6.476416
84.916246;16.983249;0.369234;8.491625
84.313572;16.862714;0.364054;8.431357
63.915418;12.783084;0.210321;6.391542
57.410752;11.48215;0.170112;5.741075
54.621237;10.924247;0.154175;5.462124
84.08688;16.817376;0.362115;8.408688
50.823551;10.16471;0.133738;5.082355
75.961514;15.192303;0.29604;7.596151
75.874779;15.174956;0.29537;7.587478
95.174453;19.034891;0.46301;9.517445
93.652812;18.730562;0.44843;9.365281
88.372438;17.674488;0.399645;8.837244
68.040743;13.608149;0.23803;6.804074
54.41686;10.883372;0.153038;5.441686
88.98794;17.797588;0.405187;8.898794
69.559353;13.911871;0.248662;6.955935
98.385835;19.677167;0.494546;9.838584
54.822411;10.964482;0.155298;5.482241
92.135153;18.427031;0.434121;9.213515
63.278562;12.655712;0.206196;6.327856
98.254696;19.650939;0.493238;9.82547
64.98302;12.996604;0.217327;6.498302
75.464708;15.092942;0.292216;7.546471
97.299476;19.459895;0.483762;9.729948
77.562749;15.51255;0.308535;7.756275
70.218936;14.043787;0.253353;7.021894
89.45277;17.890554;0.409398;8.945277
85.781136;17.156227;0.376731;8.578114
75.800776;15.160155;0.2948;7.580078
66.083003;13.216601;0.224666;jun.83
78.543181;15.708636;0.316313;7.854318
86.903805;17.380761;0.386575;8.69038
87.11706;17.423412;0.38846;8.711706
75.627778;15.125556;0.293468;7.562778
78.994916;15.798983;0.319929;7.899492
61.848878;12.369776;0.197084;6.184888
67.230946;13.446189;0.232456;6.723095
77.487203;15.497441;0.30794;7.74872
62.76535;12.55307;0.202901;6.276535
85.474944;17.094989;0.374068;8.547494
85.257232;17.051446;0.372181;8.525723
94.569008;18.913802;0.457181;9.456901
50.557617;10.111523;0.132361;5.055762
74.34477;14.868954;0.283686;7.434477
61.348627;12.269725;0.193945;6.134863
88.073037;17.614607;0.396963;8.807304
60.392452;12.07849;0.188014;6.039245
51.795342;10.359068;0.138829;5.179534
92.469336;18.493867;0.437252;9.246934
55.735488;11.147098;0.160447;5.573549
76.60497;15.320994;0.30103;7.660497
54.08827;10.817654;0.151219;5.408827
77.141975;15.428395;0.305226;7.714197
79.27968;15.855936;0.32222;7.927968
66.509466;13.301893;0.227545;6.650947
69.933226;13.986645;0.251316;6.993323
58.848864;11.769773;0.178635;5.884886
66.615942;13.323188;0.228266;6.661594
79.848003;15.969601;0.326815;jul.48
84.402302;16.88046;0.364815;8.44023
94.63411;18.926822;0.457806;9.463411
65.042415;13.008483;0.21772;6.504242
50.160738;10.032148;0.13032;5.016074
59.791776;11.958355;0.184336;5.979178
66.631272;13.326254;0.22837;6.663127
56.749007;11.349801;0.166261;5.674901
51.255378;10.251076;0.135988;5.125538
92.412965;18.482593;0.436723;9.241297
75.421944;15.084389;0.291888;7.542194
77.139062;15.427812;0.305204;7.713906
52.328407;10.465681;0.141662;5.232841
70.898632;14.179726;0.258232;7.089863
92.05706;18.411412;0.433391;9.205706
56.660209;11.332042;0.165747;5.666021
78.02133;15.604266;0.312161;7.802133
53.685688;10.737138;0.149005;5.368569
64.425403;12.885081;0.213653;6.44254
51.119938;10.223988;0.13528;5.111994
85.950848;17.19017;0.378211;8.595085
89.489712;17.897942;0.409733;8.948971
59.826484;11.965297;0.184547;5.982648
87.657428;17.531486;0.393255;8.765743
93.3118;18.66236;0.445195;9.33118
70.065289;14.013058;0.252256;7.006529
89.478034;17.895607;0.409627;8.947803
74.454912;14.890982;0.284519;7.445491
59.76183;11.952366;0.184153;5.976183
57.83738;11.567476;0.172619;5.783738
59.118313;11.823663;0.180255;5.911831
59.06169;11.812338;0.179914;5.906169
53.000014;10.600003;0.145273;5.300001
50.615004;10.123001;0.132658;5.0615
97.6392;19.52784;0.487122;9.76392
78.363049;15.67261;0.314877;7.836305
90.840834;18.168167;0.422101;9.084083
70.214817;14.042963;0.253323;7.021482
94.40827;18.881654;0.45564;9.440827
90.76584;18.153168;0.42141;9.076584
57.713499;nov.27;0.171889;5.77135
54.59962;10.919924;0.154054;5.459962
86.817659;17.363532;0.385815;8.681766
67.979487;13.595897;0.237606;6.797949
76.373398;15.27468;0.299229;7.63734
65.330274;13.066055;0.219631;6.533027
53.407081;10.681416;0.147483;5.340708
55.706338;11.141268;0.160281;5.570634
62.031209;12.406242;0.198235;6.203121
70.481765;14.096353;0.255234;7.048177
51.25835;10.25167;0.136004;5.125835
62.823777;12.564755;0.203275;6.282378
55.507823;11.101565;0.159155;5.550782
57.728926;11.545785;0.17198;5.772893
80.665094;16.133019;0.333479;8.066509
90.358291;18.071658;0.417663;9.035829
74.575818;14.915164;0.285435;7.457582
56.976682;11.395336;0.167581;5.697668
71.730615;14.346123;0.264267;7.173062
80.095449;16.01909;0.328826;8.009545
70.313743;14.062749;0.25403;7.031374
92.17636;18.435272;0.434507;9.217636
96.987178;19.397436;0.480684;9.698718
93.417998;18.6836;0.446201;sep.18
83.294653;16.658931;0.35538;8.329465
66.360254;13.272051;0.226536;6.636025
74.139048;14.82781;0.282133;7.413905
51.713402;10.34268;0.138396;5.17134
73.259431;14.651886;0.27554;7.325943
63.694012;12.738802;0.208882;6.369401
65.819375;13.163875;0.222896;6.581938
57.806513;11.561303;0.172437;5.780651
59.277418;11.855484;0.181215;5.927742
73.659563;14.731913;0.278529;7.365956
93.406439;18.681288;0.446092;9.340644
81.351228;16.270246;0.339126;8.135123
52.672053;10.534411;0.143504;5.267205
91.846997;18.369399;0.43143;9.1847
61.28403;12.256806;0.193541;6.128403
77.981526;15.596305;0.311845;7.798153
66.658208;13.331642;0.228553;6.665821
83.771696;16.754339;0.359428;8.37717
62.423702;12.48474;0.200723;6.24237
89.280064;17.856013;0.407831;8.928006
56.57903;11.315806;0.165278;5.657903
96.294535;19.258907;0.473892;9.629454
53.553867;10.710773;0.148284;5.355387
95.271088;19.054218;0.463944;9.527109
69.94991;13.989982;0.251434;6.994991
57.280909;11.456182;0.169353;5.728091
53.787231;10.757446;0.149562;5.378723
83.864152;16.77283;0.360216;8.386415
98.484202;19.69684;0.495529;9.84842
64.312821;12.862564;0.212915;6.431282
70.452098;14.09042;0.255021;7.04521
65.537139;13.107428;0.221009;6.553714
57.612443;11.522489;0.171295;5.761244
93.399661;18.679932;0.446027;9.339966
84.684834;16.936967;0.367241;8.468483
60.013144;12.002629;0.185687;6.001314
91.191226;18.238245;0.425338;9.119123
51.693679;10.338736;0.138292;5.169368
82.446906;16.489381;0.348243;8.244691
98.337198;19.66744;0.494061;9.83372
54.66239;10.932478;0.154404;5.466239
93.451837;18.690367;0.446522;9.345184
53.546359;10.709272;0.148243;5.354636
81.84826;16.369652;0.343247;8.184826
64.322486;12.864497;0.212979;6.432249
99.313866;19.862773;0.503853;9.931387
87.686238;17.537248;0.393511;8.768624
82.728821;16.545764;0.350609;8.272882
95.692652;19.13853;0.468029;9.569265
93.749089;18.749818;0.449346;9.374909
63.437242;12.687448;0.20722;6.343724
86.542047;17.308409;0.383389;8.654205
79.752658;15.950532;0.326042;7.975266
57.707113;11.541423;0.171852;5.770711
86.838968;17.367794;0.386003;8.683897
87.000117;17.400023;0.387426;8.700012
62.806386;12.561277;0.203164;6.280639
78.86796;15.773592;0.318911;7.886796
81.763492;16.352698;0.342543;8.176349
65.978522;13.195704;0.223964;6.597852
59.906781;11.981356;0.185037;5.990678
81.955223;16.391045;0.344137;8.195522
59.322311;11.864462;0.181486;5.932231
