Length [m];Hei/Wid [cm];Load [kN/m];Disp [cm]
7.013297;38.429372;14.926321;0.124117
5.175214;16.412625;13.924655;1.026775
9.176244;20.424982;18.597500;5.644236
9.733362;38.806431;19.737564;0.583513
8.507223;27.818282;14.864410;0.969920
5.728377;30.763379;12.385499;0.111589
8.406918;28.985710;15.843303;0.836652
7.025966;33.561481;11.655722;0.167520
9.612399;11.141230;11.536021;47.57700
5.467431;30.809898;12.938404;0.096224
5.431436;27.603967;10.873106;0.122045
6.668529;38.513112;15.671683;0.105683
8.885607;19.560843;18.602682;5.900644
8.742957;33.331778;18.068604;0.638701
8.246407;28.323272;15.722701;0.843122
6.656803;10.352872;16.921641;21.53400
9.394699;16.789064;15.736645;11.48906
9.721967;22.688484;19.015055;4.776206
8.773180;13.272058;14.635013;20.80256
8.343163;30.874376;17.229924;0.685956
5.741448;27.799767;10.383615;0.141385
6.836786;26.184337;17.115985;0.594062
7.473508;36.853306;12.955189;0.164008
7.025264;24.432951;15.571440;0.794302
7.334538;24.961897;15.305521;0.851302
9.765077;39.722976;10.285164;0.280632
7.350313;37.172975;13.414691;0.153553
7.065379;36.870821;13.783122;0.139220
9.338528;39.327857;10.874848;0.258378
7.226507;13.061622;17.588067;12.27151
9.014682;24.319123;11.516717;1.620794
8.902106;26.010314;12.869331;1.316648
8.286744;38.435806;12.383717;0.200156
8.057662;10.446879;14.182595;37.36187
6.913510;10.882505;16.761317;20.32620
7.390625;14.948222;18.517564;8.241275
9.021692;23.261066;10.797325;1.820835
5.149637;33.728135;15.519482;0.063422
5.499950;26.395687;19.930558;0.281134
7.398485;15.156970;18.641009;7.882185
9.589814;10.789880;11.346959;52.69770
9.722777;24.435843;10.178342;1.901139
9.756407;25.006266;10.491363;1.811793
6.437039;14.917911;10.404529;2.687309
8.656182;21.367262;10.265811;2.060459
5.423666;29.750230;12.319487;0.102013
8.150266;20.067775;10.411319;2.110831
7.778432;13.733441;16.932097;12.97478
8.877966;17.103261;16.979575;9.180534
6.687667;30.469220;10.270814;0.178280
9.440070;39.215690;10.596988;0.265896
7.589972;39.681624;14.607806;0.146468
6.229005;17.088827;12.267875;1.614399
6.098632;16.957167;12.440847;1.551689
7.290035;29.332652;18.308365;0.521813
5.176510;22.245035;17.810336;0.390379
7.701706;19.559320;10.969467;1.965250
7.150980;35.992030;13.026060;0.151981
7.398823;23.844535;14.432044;0.998041
8.742146;28.095306;14.579246;1.019509
8.378064;33.590404;18.970809;0.548453
6.341539;32.114889;12.060181;0.137303
7.687438;34.233624;10.780874;0.204981
7.385892;38.079608;13.947954;0.147851
6.452748;16.490775;11.421687;1.995506
6.529331;11.593653;18.003774;13.48650
8.381786;10.077307;13.287966;47.33520
5.827944;19.113964;14.420087;0.929805
6.829447;32.449273;11.307287;0.166005
5.855782;23.375050;17.205137;0.506188
7.635111;27.091806;16.124316;0.759197
9.245062;23.060929;10.217163;1.966695
9.222017;36.292797;19.084497;0.594264
6.374694;38.115088;15.994004;0.093943
8.753350;30.084496;15.882965;0.849449
6.018672;13.363924;10.205273;3.127707
7.080379;11.178070;16.624622;19.92422
6.036468;31.935395;12.550660;0.120042
8.369082;13.065689;15.305629;19.18218
6.910872;35.211666;12.986033;0.144300
6.614811;29.655201;19.873845;0.367894
9.571881;33.439534;16.482593;0.825840
8.187413;29.767559;16.803547;0.717871
7.650862;18.858637;10.604034;2.140574
7.786438;13.845931;16.991079;12.65408
6.424711;24.637498;16.908911;0.583896
7.673100;18.921486;10.601457;2.136425
7.188111;31.478639;19.942870;0.405376
5.767628;21.114227;15.874229;0.659830
6.736999;28.637470;18.950981;0.433825
9.688919;35.388903;17.548097;0.736050
6.870712;27.269035;17.771266;0.534997
7.750814;19.883600;11.087438;1.907893
6.757804;38.300381;15.351312;0.111590
9.020422;21.566566;19.670200;4.485513
8.248275;18.674991;19.286778;5.467977
7.035339;30.202219;19.397468;0.426898
7.370515;26.926658;16.543409;0.693317
9.984291;38.427136;18.982842;0.646073
7.126852;19.773609;12.262036;1.542567
7.041881;29.672923;19.031521;0.451137
7.322321;10.953811;15.991231;23.77164
5.948985;21.284168;15.624810;0.711780
8.022185;33.728211;19.774438;0.472949
9.052556;13.377414;14.146498;22.08424
5.195008;26.154761;10.379825;0.120968
8.367955;13.388827;15.523309;17.63476
9.854311;18.973739;16.273871;8.818336
7.345283;26.872670;16.557882;0.689993
6.271363;25.968728;18.103092;0.460101
8.096131;21.066965;11.185714;1.818445
6.665238;27.623925;18.418807;0.466489
8.781899;32.926341;17.720430;0.669539
5.487951;28.632868;11.446010;0.115712
7.127335;38.440106;14.705401;0.130254
8.806182;10.150870;12.488215;52.64810
8.154126;12.347330;15.256635;21.60356
5.036576;25.374988;10.176840;0.118270
9.599454;34.233677;16.956875;0.782520
5.028038;31.853277;14.512776;0.067711
8.856230;32.672167;17.402318;0.701398
6.193674;18.598668;13.345096;1.223954
5.060317;37.999737;18.545858;0.044005
5.092448;13.811803;12.356306;1.702123
6.166863;27.986148;19.657040;0.346602
5.764399;39.822771;18.353050;0.060666
6.494247;13.177329;19.129725;8.405456
7.464213;37.992417;13.733185;0.153222
7.354272;26.548522;16.323803;0.717513
5.505075;21.409506;16.596187;0.541841
8.983333;23.161706;10.807805;1.822746
9.709864;24.251412;10.081213;1.930607
6.052178;33.508259;13.567817;0.108258
6.242230;33.292080;13.043593;0.120800
9.868992;15.538743;13.954512;16.90486
9.292490;28.701389;13.882614;1.137684
8.622897;22.155365;10.857784;1.856753
5.165228;36.039348;17.029109;0.054111
8.598306;15.481223;16.457537;11.66131
7.591430;27.691170;16.611254;0.700442
8.056756;21.248671;11.385602;1.753977
7.818790;39.947747;14.327586;0.157465
9.842829;14.605969;13.384988;20.55018
9.496264;35.145499;17.771137;0.707181
8.640868;17.570505;17.765267;7.739502
8.023681;17.764978;19.129290;5.930163
8.088814;34.342694;10.050836;0.231182
7.262863;31.250731;19.641428;0.428319
9.630469;39.860275;10.645911;0.271060
5.214239;21.415696;17.181985;0.451164
5.094149;16.327661;14.030143;0.991667
6.998763;14.827231;19.220628;7.107216
7.771061;32.692982;19.586533;0.467279
9.956253;16.573859;14.470066;14.03009
8.270621;27.101442;14.859718;0.961517
5.848206;21.074256;15.686425;0.694404
7.262005;12.954074;17.445374;12.82999
5.856537;17.472365;13.268503;1.248945
6.855322;15.742064;10.117398;2.710851
8.288157;13.554643;15.793447;16.43793
8.700761;22.977432;11.250100;1.723993
5.903741;15.396410;11.790124;1.899710
7.500039;32.425217;19.950068;0.426864
6.840208;15.463165;19.961694;5.694236
7.288031;12.807022;17.295287;13.50551
8.386267;36.815553;11.104501;0.223529
5.613060;34.115666;14.850990;0.081720
7.539668;39.634261;14.676837;0.143994
5.618959;23.094126;17.491498;0.458008
7.834845;19.738717;10.822787;2.002043
5.183286;27.995505;11.630432;0.102427
7.988898;16.307982;18.227526;7.818556
6.438270;19.893765;13.719303;1.122472
7.008025;16.542507;10.345621;2.482780
6.971282;20.604606;13.127174;1.282659
6.037441;32.724420;13.074732;0.113535
6.350846;13.992699;19.960108;6.309717
5.564053;12.854239;10.774721;2.818152
6.451580;36.241298;14.591039;0.109886
8.143182;20.221170;10.527749;2.063268
7.675585;15.480077;18.302214;8.239458
9.231384;21.926598;19.488297;4.562135
7.833744;38.132142;13.087273;0.174471
7.140033;15.132826;19.141818;7.066288
5.410926;15.081845;12.566044;1.552063
6.984570;18.334475;11.587177;1.818903
6.938804;31.558430;10.494680;0.183436
6.095925;26.934400;19.097751;0.374648
7.971609;16.190639;18.183875;7.959067
9.020786;34.464487;18.268087;0.640271
7.030485;25.747315;16.437240;0.682173
7.766360;14.683000;17.589280;10.25290
8.309906;30.297284;16.911711;0.714491
5.310149;11.926579;10.664089;3.122009
8.890669;14.713738;15.361154;15.24639
7.153015;15.852261;19.595478;6.051742
5.318751;17.522530;14.377518;0.910565
8.002621;39.142804;13.423294;0.175536
7.208234;32.338476;10.475850;0.193377
5.254601;20.754952;16.660766;0.511276
7.410621;23.649312;14.278300;1.026891
5.549145;34.708434;15.373999;0.075470
6.643904;18.156606;12.149929;1.623821
6.795624;30.121558;19.823124;0.383977
5.030954;33.420191;15.551554;0.060076
7.105251;10.019679;15.802618;29.74731
5.560493;34.933466;15.501325;0.074768
5.763036;26.150475;19.240912;0.339422
7.984972;35.969253;11.342892;0.206009
7.233181;34.377022;11.784986;0.172829
9.497360;17.081557;15.726317;11.19129
6.697952;10.099835;16.670653;24.00549
9.404957;21.231067;18.677464;5.358099
8.712140;35.520894;19.589649;0.529651
5.612572;38.074567;17.491233;0.062157
9.469377;11.050835;11.761803;47.19842
8.069998;17.264269;18.702851;6.651281
5.360005;27.292390;10.808249;0.120407
6.429282;10.381320;17.395650;19.05300
5.303461;34.472548;15.708110;0.066165
6.447463;15.257122;10.609821;2.521045
9.517136;17.181266;15.753239;11.04404
9.568060;33.443622;16.492962;0.824640
6.598174;28.629638;19.223411;0.405414
5.804360;33.991401;14.385547;0.091785
7.416926;23.312504;14.041151;1.073033
9.678992;26.010697;11.315815;1.617265
6.128121;17.967185;13.055214;1.317361
8.117356;11.828769;14.984467;24.73844
9.818267;14.752345;13.531696;19.76481
5.718690;25.201890;18.697214;0.370622
8.348225;14.849895;16.536814;12.29924
8.355819;20.515762;10.298870;2.111781
6.196979;25.486346;17.930273;0.468282
5.732561;36.571858;16.249449;0.073729
7.126440;20.771643;12.928216;1.335569
7.587480;13.769992;17.338368;11.90203
6.038120;18.010584;13.264149;1.249509
7.109080;21.712635;13.590265;1.164775
8.305675;15.062166;16.763427;11.54170
6.424077;23.401009;16.085852;0.682002
6.175768;15.407955;11.253767;2.164496
8.110953;30.965147;17.754859;0.624152
5.738428;21.813617;16.398889;0.586462
9.523425;27.382930;12.541770;1.368069
5.332533;25.647480;19.766587;0.276432
8.361403;33.451934;18.911816;0.551439
9.597766;34.776390;17.322062;0.750177
9.697576;13.852013;13.172856;23.55608
9.421292;13.662903;13.599352;22.88847
9.083017;38.587992;10.892627;0.249918
9.958746;30.230140;13.569269;1.191826
6.573339;38.761484;16.027644;0.099487
6.904773;37.865929;14.767740;0.122396
8.807138;15.497830;16.050945;12.46500
7.893485;16.468046;18.525061;7.283478
5.981086;11.264812;18.881036;11.17468
5.045730;29.526967;12.926518;0.082718
5.991264;36.130157;15.437577;0.087639
7.614028;20.107687;11.510402;1.763827
7.426259;24.008982;14.486803;0.989214
9.432372;26.966281;12.446110;1.389054
7.645679;24.321706;14.256446;1.038474
8.166705;31.216908;17.811196;0.623021
6.514491;19.175132;13.087772;1.300090
6.149136;12.231662;19.189503;9.128672
8.342133;29.584073;16.371783;0.772564
8.207978;35.744721;10.747191;0.223380
7.979579;38.949037;13.340199;0.175902
8.486133;27.302924;14.563017;1.013854
6.881897;37.280843;14.423435;0.125525
7.031878;39.253685;15.438701;0.119218
8.250926;15.579755;17.217985;10.08643
8.123606;35.319154;10.632223;0.222445
8.879384;21.071539;19.622258;4.610055
5.271695;39.849167;19.356054;0.044740
6.406183;26.216119;17.998381;0.479479
8.829632;21.630005;10.094073;2.088628
7.074749;11.246708;16.681641;19.44714
5.471827;18.343921;14.618960;0.863564
9.055523;29.860571;15.129335;0.954684
5.081226;31.234307;13.993753;0.073614
6.430545;14.115173;19.882358;6.380240
8.696064;38.165866;11.385115;0.229410
5.735250;16.164353;12.639069;1.493317
5.759944;34.971750;15.127946;0.083592
6.774885;16.088411;10.509170;2.462268
6.451046;22.649834;15.531130;0.762779
7.389841;19.988516;11.879328;1.654258
7.839076;30.103811;17.724388;0.608613
6.145354;19.506831;14.047179;1.032100
7.541750;24.243025;14.411849;1.006887
5.046856;21.880427;17.826572;0.377192
9.495052;11.604949;12.079862;40.29406
5.879416;31.053184;12.276624;0.118197
6.991705;36.434728;13.639742;0.138552
8.530089;31.086249;16.997322;0.719382
9.944248;39.748239;19.943663;0.583647
9.223937;12.638485;13.311117;28.11278
8.374290;25.151268;13.352266;1.223728
6.990400;36.063407;13.394805;0.141630
5.153425;37.707213;18.164625;0.047784
6.618187;35.827354;13.981862;0.122019
6.211444;26.549089;18.609839;0.416765
7.539395;16.382061;19.175916;6.408263
7.051140;39.334307;15.453926;0.119661
6.707820;24.650385;16.351284;0.669337
8.449733;13.442330;15.395421;17.89535
8.025389;26.794389;15.145482;0.909451
8.535442;15.648663;16.694891;11.00382
6.487302;30.251927;10.526680;0.166528
7.151454;29.634807;18.786963;0.476084
7.970981;28.280259;16.244877;0.765232
5.519436;27.786235;10.818617;0.126116
8.558505;30.247116;16.381067;0.783701
7.345033;32.774675;10.493050;0.197914
8.001827;22.851108;12.563752;1.408416
8.949615;26.155841;12.871330;1.315503
7.431455;25.052555;15.172126;0.876526
5.754547;24.203381;17.959826;0.428901
9.374250;36.143251;18.680334;0.631293
6.891087;16.934240;10.840652;2.215126
5.818137;25.756205;18.867863;0.367325
5.140503;18.845225;15.615811;0.645412
7.340779;17.796093;10.515838;2.268565
9.340146;23.037818;10.011586;2.015636
6.985021;27.373258;17.612129;0.557750
8.755874;13.974806;15.138123;17.36855
7.244190;14.265971;18.355600;9.089577
6.887679;24.636811;15.982516;0.728760
6.741607;18.762918;12.358732;1.535556
6.461934;26.467880;18.054718;0.479270
9.605695;18.991519;16.782957;8.180297
8.700459;26.095440;13.329375;1.228273
8.481427;22.280515;11.224155;1.756616
8.902098;32.153358;16.964710;0.744086
8.463039;35.406953;10.011890;0.244209
5.219101;27.566084;11.272520;0.108522
6.156669;31.783805;12.209199;0.128744
8.684110;16.830046;17.185144;9.072375
9.052124;20.321365;18.776662;5.507514
8.325153;12.646081;15.113749;21.13333
8.425657;35.855444;10.385648;0.236694
8.854399;14.339853;15.184437;16.43392
6.351774;39.851884;17.197708;0.083388
8.993900;29.872024;15.260216;0.935598
9.570769;35.962766;18.166973;0.680434
9.527420;34.094192;17.007955;0.774138
5.936547;21.357833;15.698795;0.699479
8.534383;38.278508;11.783574;0.217732
8.989879;23.583620;11.075989;1.743019
9.580474;14.930408;14.125991;17.82970
7.512793;24.695684;14.771537;0.943882
8.469389;28.435104;15.351291;0.901478
9.000039;29.008017;14.671933;1.014188
5.099313;29.129167;12.554152;0.088439
9.335288;21.951008;19.296762;4.703024
6.477684;26.982129;18.366051;0.455898
8.870665;18.752996;18.094001;6.747792
8.199249;33.344243;19.164331;0.523476
5.066118;21.961050;17.841796;0.377712
7.951946;20.675578;11.213161;1.828622
6.205543;39.176359;17.039821;0.080610
6.137710;12.157578;19.162966;9.270982
6.793836;36.885745;14.336159;0.123664
5.025368;13.784047;12.471963;1.642536
7.545759;20.643288;12.004007;1.597474
9.270522;12.184819;12.915502;32.21363
7.038009;15.505721;19.594462;6.195715
9.656407;38.093758;19.416358;0.598824
8.881994;37.367723;10.481159;0.250023
7.782725;35.285024;11.291233;0.199862
7.792946;34.372036;10.662132;0.210637
8.747345;18.222509;17.986982;7.113800
6.702423;13.882016;19.183164;7.764312
6.049098;33.497170;13.566585;0.108172
8.465430;21.078795;10.455004;2.026793
6.963738;21.416352;13.683426;1.140794
8.788729;18.993341;18.418103;6.289997
8.346879;27.924070;15.255622;0.908707
9.769378;27.075052;11.844613;1.496731
7.457601;33.279066;10.604174;0.199960
7.819327;32.616973;19.439328;0.479808
8.709808;15.987462;16.572026;10.87070
7.897800;11.053192;14.906527;28.92433
7.161133;13.832510;18.232741;9.753937
8.949141;11.772196;13.283181;33.02067
6.136305;30.556415;11.431666;0.139190
9.700420;37.087423;18.657443;0.652064
8.382114;33.151347;18.670003;0.569964
9.566809;20.202349;17.667947;6.618064
6.985355;18.424824;11.645839;1.793353
6.348437;18.813088;13.178519;1.274222
7.957420;38.439563;13.044868;0.179283
8.617992;34.868996;19.343348;0.539225
6.100179;39.645787;17.563501;0.074020
7.119610;13.469722;18.073928;10.50585
7.287948;33.697867;11.222682;0.183662
7.060563;17.454107;10.848278;2.164664
6.326406;36.067837;14.725745;0.104553
6.448140;19.228736;13.256210;1.250023
5.300247;33.777947;15.251471;0.069494
7.489411;28.588471;17.413492;0.612478
6.280140;23.264075;16.282437;0.645564
9.652388;10.910786;11.302414;51.52588
6.207154;28.298596;19.784757;0.342523
6.787528;20.558372;13.463859;1.193041
8.765448;16.473175;16.784554;10.02029
6.766966;24.553088;16.168126;0.696365
7.950942;35.510847;11.105348;0.208699
6.633883;18.050372;12.099148;1.645448
7.371551;10.534657;15.613336;27.86581
7.688955;17.988788;19.947949;4.960822
5.523786;30.828926;12.838379;0.099218
8.429871;16.269190;17.319718;9.297478
7.608517;28.681984;17.237622;0.637352
5.132619;28.058605;11.773833;0.098818
7.495735;33.188897;10.467795;0.203639
8.239909;11.104386;14.256439;32.17511
9.632703;33.053236;16.103418;0.866822
6.076226;12.011852;19.188781;9.357667
6.409454;30.086873;10.572341;0.162903
9.570102;15.097395;14.258059;17.13914
8.655895;22.354373;10.924460;1.830295
5.089598;27.891409;11.748410;0.097651
6.896639;28.942899;18.835320;0.453796
6.434288;26.471936;18.112714;0.472362
9.835526;35.932473;17.617264;0.738288
5.129353;23.353513;18.643635;0.324500
5.602244;14.236229;11.619664;2.076645
8.929488;30.027447;15.492656;0.904031
6.177482;27.380928;19.232322;0.372572
9.903174;13.962245;12.835148;24.18208
7.462323;22.925504;13.692357;1.146361
6.898739;18.695334;11.999412;1.658448
9.469131;33.297105;16.593142;0.809995
9.968191;14.690595;13.190682;20.81666
6.539187;19.352899;13.156891;1.278832
9.057420;15.076676;15.269611;14.80895
6.690647;22.754596;15.121770;0.843435
5.373605;33.274137;14.768882;0.075461
5.183693;35.299020;16.498627;0.057750
9.369339;16.003327;15.263540;13.35263
6.749478;11.576576;17.552095;15.10110
6.748231;25.100975;16.570854;0.646309
7.195259;19.667693;12.054611;1.609664
9.296400;10.436036;11.697891;54.82287
5.824651;27.984162;10.340140;0.145229
9.527549;32.170372;15.725150;0.902673
6.009475;16.187012;12.105726;1.714181
5.967560;21.587182;15.789668;0.688325
9.623875;20.280826;17.606133;6.649719
9.048039;32.593480;16.966243;0.752118
7.427861;24.400872;14.744860;0.944590
5.250180;34.055985;15.536964;0.065982
5.038686;29.141863;12.683869;0.085048
