6.691849,0.058803,
6.422092,0.049917,
6.314813,0.04668,
8.126879,0.127548,
7.317309,0.083945,
9.641869,0.252271,
5.731553,0.031747,
9.752999,0.264079,
7.980666,0.11864,
5.5873,0.028687,
9.877795,0.277827,
6.854435,0.064703,
5.349572,0.024135,
5.353941,0.024214,
7.410053,0.088266,
5.764857,0.032487,
9.820828,0.271486,
5.476719,0.026496,
9.062665,0.197011,
6.253081,0.04489,
7.406303,0.088088,
5.373676,0.02457,
9.184636,0.207807,
8.896773,0.183011,
5.949853,0.036835,
8.710996,0.168233,
6.164217,0.042405,
8.9283,0.185612,
9.639402,0.252014,
5.53954,0.027725,
5.165066,0.020995,
8.851806,0.179348,
6.538958,0.053633,
5.569484,0.028325,
6.942953,0.068096,
9.898268,0.280133,
5.860704,0.034688,
8.942493,0.186792,
5.997007,0.03801,
8.982353,0.190137,
6.718045,0.059725,
5.525459,0.027446,
9.898456,0.280154,
9.196357,0.208867,
7.716389,0.103734,
5.989826,0.037829,
5.191335,0.021422,
7.677691,0.101675,
8.176468,0.13068,
9.410808,0.228993,
9.954851,0.28658,
9.861146,0.275963,
6.26809,0.04532,
7.533013,0.09425,
5.980309,0.037591,
6.318173,0.046779,
7.237456,0.080353,
7.41804,0.088646,
7.177026,0.077713,
8.606313,0.160312,
8.477652,0.150963,
6.803252,0.0628,
5.113597,0.020177,
7.441127,0.089751,
5.422233,0.025464,
6.025988,0.038746,
5.315476,0.02353,
9.780087,0.267019,
8.410988,0.146283,
7.511785,0.093196,
9.904153,0.280799,
5.878335,0.035105,
9.479712,0.235758,
5.080313,0.01966,
9.535036,0.241298,
6.880844,0.065702,
5.47522,0.026468,
9.988279,0.290441,
6.180384,0.042849,
9.960026,0.287176,
8.519661,0.153969,
8.486526,0.151594,
5.751832,0.032196,
5.228594,0.022039,
5.584689,0.028634,
5.303921,0.023328,
7.583717,0.096804,
9.005945,0.192137,
9.589176,0.246813,
5.62478,0.02946,
7.660812,0.100787,
8.442664,0.148493,
6.765467,0.061422,
7.390694,0.087351,
5.504701,0.027039,
9.914792,0.282005,
5.411861,0.025271,
7.457329,0.090532,
8.774124,0.17315,
6.690401,0.058753,
5.67435,0.030506,
5.411248,0.02526,
9.266703,0.215316,
